,Name,Pos,League,Age,90s,TklAtt,TklWon,Tkl_Percentage%,TklWon/90,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Succ,Press,Pres%,Succ/90,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,Blocks/90,ShotBlocked,ShSv,Pass,Int,Int/90,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,PassCmp/90,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersAtt,HeadersWon/90,HeadersWon%
1391,Robin Knoche,DF,Bundesliga,29.0,33.0,45,26,57.8,0.8,35,10,0,19,41,46.3,22,126,334,37.7,3.8,200,118,16,65,2.0,31,0,34,81,2.5,126,166,4,0,10,4,40.0,0.3,0.12,0.0,0.0,11.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,16,0.48,15,0,0,0,1,0,1,0.03,1,0,0,0,0,0,1364,1683,81.0,41.3,33477,11451,245,293,83.6,724,805,89.9,376,554,67.9,0,0.2,-0.2,4,78,3,1,87,412,93,80,173,2.8,53.8
1398,Koke,MF,La Liga,29.0,27.9,50,31,62.0,1.1,14,30,6,20,64,31.3,44,158,483,32.7,5.7,153,247,83,35,1.3,6,0,29,30,1.1,80,33,0,1,12,6,50.0,0.43,0.22,0.08,0.17,25.4,0,0,0,1.0,1.0,0.09,0.0,0.0,54,1.94,46,3,0,1,3,1,7,0.25,7,0,0,0,0,0,1508,1761,85.6,54.1,26184,7784,708,754,93.9,613,690,88.8,150,249,60.2,2,1.9,0.1,26,165,27,5,136,231,16,28,44,0.6,36.4
1403,Randal Kolo Muani,FWMF,Ligue 1,22.0,32.8,28,19,67.9,0.6,8,9,11,10,27,37.0,17,121,490,24.7,3.7,45,202,243,25,0.8,6,0,19,14,0.4,42,28,0,12,55,26,47.3,1.68,0.79,0.22,0.46,11.3,0,0,0,9.9,9.9,0.18,2.1,2.1,81,2.47,53,1,7,6,13,1,13,0.4,7,0,3,1,2,0,403,601,67.1,12.3,5476,1028,251,326,77.0,117,186,62.9,15,34,44.1,4,4.5,-0.5,38,15,15,6,26,147,71,122,193,2.2,36.8
1404,Timothée Kolodziejczak,DF,Ligue 1,29.0,28.5,46,29,63.0,1.0,19,21,6,15,33,45.5,18,104,277,37.5,3.6,128,108,41,45,1.6,8,0,37,55,1.9,101,83,2,2,15,6,40.0,0.53,0.21,0.13,0.33,11.5,0,0,0,1.9,1.9,0.12,0.1,0.1,35,1.23,31,2,0,2,0,0,4,0.14,3,0,0,1,0,0,1256,1592,78.9,44.1,23183,9227,516,578,89.3,571,685,83.4,148,264,56.1,3,1.6,1.4,24,55,21,10,107,274,36,46,82,1.3,43.9
1405,Ghislain Konan,DF,Ligue 1,25.0,26.9,36,19,52.8,0.7,20,16,0,17,33,51.5,16,66,234,28.2,2.5,105,98,31,55,2.0,8,0,47,63,2.3,99,44,0,1,19,5,26.3,0.71,0.19,0.05,0.2,24.1,0,0,0,0.5,0.5,0.03,0.5,0.5,50,1.86,41,1,4,1,2,1,7,0.26,5,0,2,0,0,0,991,1306,75.9,36.8,17399,7793,457,524,87.2,413,508,81.3,103,215,47.9,3,2.7,0.3,30,56,28,16,108,222,15,18,33,0.6,45.5
1407,Geoffrey Kondogbia,MFDF,La Liga,28.0,20.9,75,47,62.7,2.2,24,44,7,19,44,43.2,25,152,428,35.5,7.3,142,230,56,27,1.3,6,0,21,55,2.6,130,31,0,1,15,1,6.7,0.72,0.05,0.07,1.0,24.0,0,0,0,0.5,0.5,0.03,0.5,0.5,23,1.1,19,0,2,0,0,2,4,0.19,3,0,0,0,0,1,880,1008,87.3,42.1,17035,4149,379,416,91.1,341,383,89.0,139,180,77.2,2,1.0,1.0,9,70,11,0,71,256,42,29,71,2.0,59.2
1409,Kouadio Koné,MF,Bundesliga,20.0,24.3,68,45,66.2,1.9,28,36,4,20,42,47.6,22,191,500,38.2,7.9,162,284,54,36,1.5,7,0,29,67,2.8,135,21,0,2,29,10,34.5,1.2,0.41,0.07,0.2,21.8,1,0,0,1.6,1.6,0.06,0.4,0.4,39,1.61,31,0,3,0,3,2,2,0.08,1,0,0,0,1,0,1047,1190,88.0,43.1,17660,5743,507,551,92.0,433,477,90.8,85,118,72.0,0,0.7,-0.7,11,86,11,2,110,244,30,24,54,1.2,55.6
1411,Ezri Konsa,DF,Premier League,23.0,27.5,26,14,53.8,0.5,15,10,1,7,13,53.8,6,64,179,35.8,2.3,106,60,13,43,1.6,22,0,21,45,1.6,71,81,2,2,15,6,40.0,0.55,0.22,0.13,0.33,7.0,0,0,0,1.5,1.5,0.1,0.5,0.5,10,0.36,8,0,0,1,0,1,0,0.0,0,0,0,0,0,0,850,971,87.5,30.9,16866,5122,261,286,91.3,464,497,93.4,111,166,66.9,0,0.3,-0.3,4,26,0,0,33,183,60,43,103,2.2,58.3
1412,Teun Koopmeiners,MF,Serie A,23.0,23.6,40,24,60.0,1.0,12,19,9,18,56,32.1,38,131,417,31.4,5.6,80,228,109,42,1.8,2,0,40,24,1.0,64,22,0,4,28,9,32.1,1.19,0.38,0.14,0.44,22.3,2,0,0,2.2,2.2,0.08,1.8,1.8,83,3.51,60,13,6,3,1,0,5,0.21,5,0,0,0,0,0,1185,1482,80.0,50.2,23746,7434,453,514,88.1,514,588,87.4,181,315,57.5,1,4.9,-3.9,45,119,36,12,124,228,30,22,52,1.3,57.7
1414,Odilon Kossonou,DF,Bundesliga,20.0,19.9,33,22,66.7,1.1,20,11,2,14,24,58.3,10,83,233,35.6,4.2,122,92,19,54,2.7,17,0,37,42,2.1,75,63,0,0,4,1,25.0,0.2,0.05,0.0,0.0,13.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,9,0.45,9,0,0,0,0,0,1,0.05,1,0,0,0,0,0,978,1160,84.3,49.1,20905,7017,302,329,91.8,485,534,90.8,184,267,68.9,1,0.7,0.3,4,46,4,1,43,170,34,30,64,1.7,53.1
1415,Filip Kostić,DFFW,Bundesliga,28.0,28.0,43,29,67.4,1.0,25,9,9,15,54,27.8,39,123,400,30.8,4.4,138,141,121,33,1.2,1,0,32,31,1.1,74,17,0,4,52,18,34.6,1.86,0.64,0.08,0.22,23.0,10,0,0,2.8,2.8,0.05,1.2,1.2,130,4.64,68,50,1,8,2,1,12,0.43,7,4,0,1,0,0,1038,1618,64.2,37.1,22600,9276,347,443,78.3,478,653,73.2,203,432,47.0,9,9.8,-0.8,89,84,64,44,126,227,17,13,30,0.6,56.7
1416,Rominigue Kouamé,MF,Ligue 1,24.0,33.0,51,32,62.7,1.0,23,21,7,18,51,35.3,33,164,586,28.0,5.0,178,343,65,41,1.2,5,0,36,65,2.0,116,24,0,1,38,11,28.9,1.15,0.33,0.03,0.09,21.9,1,0,0,2.6,2.6,0.07,-1.6,-1.6,56,1.7,40,1,7,2,4,2,7,0.21,6,0,1,0,0,0,1393,1583,88.0,42.2,25125,5442,622,691,90.0,585,644,90.8,157,196,80.1,2,2.0,0.0,20,144,24,5,140,304,19,31,50,0.6,38.0
1417,Kalidou Koulibaly,DF,Serie A,30.0,26.7,60,43,71.7,1.6,43,12,5,24,43,55.8,19,104,249,41.8,3.9,151,87,11,51,1.9,28,0,23,40,1.5,100,83,0,3,11,7,63.6,0.41,0.26,0.27,0.43,14.3,0,0,0,1.7,1.7,0.16,1.3,1.3,20,0.75,13,0,1,2,1,3,4,0.15,2,0,0,1,0,1,1425,1630,87.4,53.4,28135,10750,547,586,93.3,643,695,92.5,214,315,67.9,1,0.5,0.5,8,100,6,0,89,222,49,34,83,1.8,59.0
1418,Jules Koundé,DF,La Liga,22.0,30.4,38,22,57.9,0.7,26,9,3,17,27,63.0,10,82,220,37.3,2.7,116,80,24,41,1.3,18,0,23,55,1.8,93,114,3,2,14,3,21.4,0.46,0.1,0.14,0.67,10.8,0,0,0,1.2,1.2,0.08,0.8,0.8,34,1.12,30,0,1,1,2,0,2,0.07,2,0,0,0,0,0,1903,2124,89.6,62.6,38856,13066,665,708,93.9,922,980,94.1,296,401,73.8,1,1.9,-0.9,15,123,12,4,111,327,91,50,141,3.0,64.5
1420,Boubakar Kouyaté,DF,Ligue 1,24.0,29.6,98,48,49.0,1.6,64,33,1,42,80,52.5,38,135,384,35.2,4.6,244,126,14,81,2.7,37,0,44,99,3.3,197,236,1,1,22,5,22.7,0.74,0.17,0.05,0.2,14.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8,12,0.41,7,0,1,3,0,1,0,0.0,0,0,0,0,0,0,935,1116,83.8,31.6,21102,5740,207,240,86.3,541,599,90.3,175,246,71.1,0,0.1,-0.1,3,30,1,0,42,256,108,45,153,3.6,70.6
1421,Cheikhou Kouyaté,MF,Premier League,31.0,21.9,60,34,56.7,1.6,32,26,2,15,34,44.1,19,115,393,29.3,5.3,193,177,23,59,2.7,17,0,42,45,2.1,105,54,0,0,8,0,0.0,0.36,0.0,0.0,0.0,19.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,17,0.78,14,0,2,0,0,1,1,0.05,1,0,0,0,0,0,657,789,83.3,30.0,11232,2837,297,346,85.8,278,327,85.0,61,86,70.9,1,0.7,0.3,4,40,3,1,43,259,56,27,83,2.6,67.5
1426,Andrej Kramarić,FWMF,Bundesliga,30.0,30.1,14,10,71.4,0.3,1,6,7,3,9,33.3,6,74,322,23.0,2.5,25,136,161,15,0.5,1,0,14,15,0.5,29,6,0,6,93,35,37.6,3.09,1.16,0.06,0.17,15.3,6,0,0,11.5,11.5,0.13,-5.5,-5.5,84,2.79,61,6,3,8,5,1,11,0.37,11,0,0,0,0,0,819,1057,77.5,27.2,13079,2951,440,527,83.5,290,364,79.7,57,102,55.9,9,6.3,2.7,38,57,41,10,79,152,20,33,53,0.7,37.7
1430,Toni Kroos,MF,La Liga,31.0,23.4,44,31,70.5,1.3,14,22,8,22,46,47.8,24,100,367,27.2,4.3,102,204,61,13,0.6,4,1,9,17,0.7,61,11,0,1,46,12,26.1,1.97,0.51,0.02,0.08,23.5,4,0,0,2.0,2.0,0.04,-1.0,-1.0,84,3.59,55,26,2,0,0,1,4,0.17,3,1,0,0,0,0,2076,2258,91.9,88.7,43854,12542,820,841,97.5,790,824,95.9,435,548,79.4,3,3.5,-0.5,50,269,41,5,208,136,9,12,21,0.4,42.9
1436,Lukas Kübler,DF,Bundesliga,28.0,25.9,71,32,45.1,1.2,45,16,10,24,42,57.1,18,97,313,31.0,3.7,151,117,45,43,1.7,9,1,34,64,2.5,135,73,0,2,13,6,46.2,0.5,0.23,0.15,0.33,15.5,0,0,0,1.2,1.2,0.09,0.8,0.8,28,1.08,23,1,0,1,2,1,2,0.08,2,0,0,0,0,0,907,1242,73.0,35.0,17981,5821,351,411,85.4,407,512,79.5,136,266,51.1,0,0.9,-0.9,11,67,24,9,95,229,56,45,101,2.2,55.4
1438,Juraj Kucka,MF,Premier League,34.0,21.3,74,47,63.5,2.2,41,27,6,28,67,41.8,39,135,423,31.9,6.3,157,201,65,39,1.8,9,1,30,46,2.2,120,50,1,1,46,11,23.9,2.16,0.52,0.02,0.09,19.7,3,0,0,3.1,3.1,0.07,-2.1,-2.1,37,1.73,23,0,5,2,5,2,2,0.09,1,0,0,0,1,0,488,697,70.0,22.9,8569,2583,243,305,79.7,173,240,72.1,57,108,52.8,1,0.9,0.1,10,36,8,2,57,235,55,58,113,2.6,48.7
1444,Enock Kwateng,DF,Ligue 1,24.0,22.2,50,31,62.0,1.4,29,17,4,23,69,33.3,46,85,253,33.6,3.8,126,95,32,34,1.5,4,1,30,71,3.2,121,59,0,1,7,3,42.9,0.31,0.13,0.14,0.33,15.4,0,0,0,0.4,0.4,0.06,0.6,0.6,27,1.21,22,3,1,0,0,1,0,0.0,0,0,0,0,0,0,988,1195,82.7,44.5,17609,7839,457,513,89.1,416,483,86.1,102,167,61.1,0,1.1,-1.1,14,75,24,10,118,167,27,23,50,1.2,54.0
1446,Giorgos Kyriakopoulos,DFFW,Serie A,25.0,21.9,35,22,62.9,1.0,19,11,5,18,36,50.0,18,85,310,27.4,3.9,112,130,68,48,2.2,8,0,40,26,1.2,61,48,1,0,30,10,33.3,1.37,0.46,0.0,0.0,23.0,0,0,0,0.9,0.9,0.03,-0.9,-0.9,58,2.64,42,4,6,0,5,1,10,0.46,7,1,0,0,2,0,1061,1283,82.7,48.4,18298,7144,513,544,94.3,428,484,88.4,102,205,49.8,5,3.2,1.8,32,57,22,13,67,158,21,27,48,1.0,43.8
1449,Gaëtan Laborde,FW,Ligue 1,27.0,30.3,22,15,68.2,0.5,4,8,10,2,21,9.5,19,157,585,26.8,5.2,34,238,313,31,1.0,3,0,28,17,0.6,39,19,0,12,83,32,38.6,2.74,1.06,0.12,0.31,11.8,0,2,2,15.3,13.7,0.17,-3.3,-3.7,73,2.41,55,1,2,12,1,2,18,0.59,14,0,1,3,0,0,433,656,66.0,14.3,6604,1370,246,329,74.8,144,234,61.5,32,48,66.7,8,4.1,3.9,34,25,29,10,45,125,88,139,227,2.9,38.8
1450,Alexandre Lacazette,FWMF,Premier League,30.0,19.8,26,19,73.1,1.0,7,13,6,7,15,46.7,8,108,358,30.2,5.5,47,126,185,13,0.7,2,0,11,13,0.7,39,6,0,4,43,12,27.9,2.17,0.61,0.05,0.17,14.8,1,2,3,7.9,5.6,0.13,-3.9,-3.6,65,3.28,43,0,7,4,9,2,9,0.45,6,0,0,1,1,1,350,456,76.8,17.7,4810,993,217,266,81.6,87,119,73.1,21,32,65.6,7,1.9,5.1,24,30,20,1,37,75,22,68,90,1.1,24.4
1453,Maxence Lacroix,DF,Bundesliga,21.0,27.7,64,26,40.6,0.9,43,17,4,24,40,60.0,16,109,347,31.4,3.9,210,120,17,55,2.0,15,0,40,112,4.0,176,142,2,0,18,3,16.7,0.65,0.11,0.0,0.0,12.7,0,0,0,1.2,1.2,0.06,-1.2,-1.2,22,0.79,17,1,0,2,0,2,0,0.0,0,0,0,0,0,0,1242,1513,82.1,44.8,28947,9899,286,329,86.9,679,753,90.2,272,394,69.0,0,0.6,-0.6,7,85,10,1,90,289,100,54,154,3.6,64.9
1455,Víctor Laguardia,DF,La Liga,31.0,33.8,37,17,45.9,0.5,27,10,0,18,33,54.5,15,58,206,28.2,1.7,131,74,1,58,1.7,24,1,34,44,1.3,81,164,2,3,14,5,35.7,0.41,0.15,0.21,0.6,8.6,0,0,0,1.9,1.9,0.14,1.1,1.1,7,0.21,3,3,0,1,0,0,2,0.06,0,1,0,1,0,0,917,1216,75.4,27.1,24227,9453,181,226,80.1,452,530,85.3,279,443,63.0,2,0.2,1.8,2,76,5,0,75,352,84,56,140,2.5,60.0
1466,Manuel Lanzini,MFFW,Premier League,28.0,19.8,25,18,72.0,0.9,11,8,6,12,41,29.3,29,95,373,25.5,4.8,107,192,74,22,1.1,1,0,21,28,1.4,53,7,0,5,13,4,30.8,0.66,0.2,0.15,0.5,21.6,1,3,3,3.4,1.1,0.09,1.6,0.9,55,2.77,45,5,2,0,2,1,10,0.5,6,1,1,0,1,1,1103,1217,90.6,55.7,17841,4249,583,613,95.1,402,443,90.7,91,120,75.8,3,2.2,0.8,23,85,24,2,86,187,7,20,27,0.4,25.9
1467,Aymeric Laporte,DF,Premier League,27.0,31.4,31,17,54.8,0.5,20,10,1,15,25,60.0,10,63,139,45.3,2.0,81,50,8,24,0.8,11,0,13,33,1.1,64,78,2,4,35,7,20.0,1.11,0.22,0.11,0.57,10.7,0,0,0,4.4,4.4,0.13,-0.4,-0.4,30,0.95,26,0,0,3,1,0,4,0.13,2,0,0,1,1,0,2703,2853,94.7,86.1,58451,16557,757,788,96.1,1450,1497,96.9,482,549,87.8,0,0.5,-0.5,9,316,11,1,198,288,73,36,109,2.3,67.0
1468,Julien Laporte,DF,Ligue 1,27.0,32.1,71,48,67.6,1.5,44,27,0,28,73,38.4,45,119,310,38.4,3.7,199,105,6,51,1.6,23,0,28,72,2.2,143,190,0,2,17,3,17.6,0.53,0.09,0.12,0.67,12.9,0,0,0,1.3,1.3,0.08,0.7,0.7,10,0.31,8,1,0,0,0,1,1,0.03,1,0,0,0,0,0,1223,1422,86.0,38.1,30805,10409,242,266,91.0,602,650,92.6,369,484,76.2,0,0.4,-0.4,3,81,8,0,72,264,84,51,135,2.6,62.2
1471,Jamaal Lascelles,DF,Premier League,27.0,22.9,21,11,52.4,0.5,16,3,2,7,18,38.9,11,51,154,33.1,2.2,94,53,7,50,2.2,32,1,18,35,1.5,56,134,0,1,16,3,18.8,0.7,0.13,0.06,0.33,8.4,0,0,0,1.1,1.1,0.07,-0.1,-0.1,6,0.26,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,508,667,76.2,22.2,10831,3131,125,164,76.2,298,350,85.1,75,136,55.1,0,0.3,-0.3,2,18,2,0,22,177,99,35,134,4.3,73.9
1476,Armand Lauriente,FWMF,Ligue 1,22.0,27.5,39,29,74.4,1.1,12,20,7,16,39,41.0,23,134,534,25.1,4.9,84,282,168,19,0.7,2,0,17,31,1.1,70,2,0,6,85,37,43.5,3.09,1.34,0.06,0.14,20.6,22,1,1,7.4,6.6,0.08,-1.4,-1.6,85,3.09,52,5,8,11,6,3,7,0.25,3,0,2,2,0,0,564,722,78.1,20.5,9066,2231,298,349,85.4,204,252,81.0,44,73,60.3,2,4.4,-2.4,41,37,32,14,62,155,13,35,48,0.5,27.1
1477,Darko Lazović,DF,Serie A,30.0,30.7,39,19,48.7,0.6,21,9,9,16,44,36.4,28,78,250,31.2,2.5,102,89,59,49,1.6,5,1,44,40,1.3,79,37,0,1,46,10,21.7,1.5,0.33,0.02,0.1,17.4,1,0,0,3.6,3.6,0.08,-2.6,-2.6,75,2.44,65,4,3,3,0,0,9,0.29,9,0,0,0,0,0,1098,1543,71.2,35.8,19327,9552,482,603,79.9,503,657,76.6,98,202,48.5,7,5.7,1.3,44,88,54,14,195,238,17,17,34,0.6,50.0
1481,Enzo Le Fée,MFFW,Ligue 1,21.0,24.4,69,47,68.1,1.9,27,34,8,19,79,24.1,60,184,593,31.0,7.5,201,304,88,31,1.3,1,0,30,44,1.8,113,19,0,1,33,9,27.3,1.35,0.37,0.03,0.11,23.2,5,0,0,2.1,2.1,0.06,-1.1,-1.1,93,3.81,54,24,3,3,5,4,4,0.16,2,1,0,0,1,0,956,1213,78.8,39.2,18190,5421,456,508,89.8,322,399,80.7,150,250,60.0,3,2.3,0.7,49,87,22,9,101,192,13,23,36,0.5,36.1
1482,Vincent Le Goff,DF,Ligue 1,31.0,34.0,69,40,58.0,1.2,40,24,5,39,65,60.0,26,132,410,32.2,3.9,185,177,48,42,1.2,2,0,40,49,1.4,118,49,1,1,26,4,15.4,0.76,0.12,0.04,0.25,17.2,0,0,0,1.4,1.4,0.06,-0.4,-0.4,60,1.76,49,5,1,2,1,2,5,0.15,4,0,0,1,0,0,1448,1838,78.8,42.6,25510,11195,650,722,90.0,653,789,82.8,121,251,48.2,1,1.9,-0.9,25,111,32,12,156,249,16,41,57,0.5,28.1
1484,Robin Le Normand,DF,La Liga,24.0,37.0,46,27,58.7,0.7,34,8,4,19,35,54.3,16,105,295,35.6,2.8,181,99,15,50,1.4,23,0,27,59,1.6,105,176,1,1,18,4,22.2,0.49,0.11,0.06,0.25,9.6,0,0,0,1.3,1.3,0.07,-0.3,-0.3,6,0.16,3,1,0,2,0,0,2,0.05,2,0,0,0,0,0,1888,2109,89.5,51.0,40928,9960,496,552,89.9,1019,1092,93.3,356,439,81.1,1,0.2,0.8,3,84,4,0,89,345,143,53,196,3.9,73.0
1486,Rafael Leão,FW,Serie A,22.0,28.9,23,18,78.3,0.6,5,11,7,8,21,38.1,13,78,267,29.2,2.7,34,108,125,21,0.7,2,0,19,22,0.8,45,5,0,11,97,38,39.2,3.35,1.31,0.11,0.29,18.8,0,0,0,9.1,9.1,0.09,1.9,1.9,105,3.63,63,0,24,7,7,4,21,0.73,14,0,5,0,1,1,579,805,71.9,20.0,10387,3224,279,349,79.9,213,286,74.5,78,113,69.0,10,6.3,3.7,45,55,51,9,119,141,36,44,80,1.2,45.0
1489,Pierre Lees-Melou,MF,Premier League,28.0,25.2,65,40,61.5,1.6,29,26,10,24,82,29.3,58,162,650,24.9,6.4,249,307,94,41,1.6,12,2,29,42,1.7,107,19,0,1,33,9,27.3,1.31,0.36,0.03,0.11,23.1,0,0,0,1.6,1.6,0.05,-0.6,-0.6,52,2.07,44,1,1,1,1,4,1,0.04,0,0,0,0,1,0,817,1033,79.1,32.4,16023,4458,370,427,86.7,284,333,85.3,144,219,65.8,0,1.8,-1.8,25,81,28,9,99,230,15,23,38,0.6,39.5
1493,Florian Lejeune,DF,La Liga,30.0,30.0,38,21,55.3,0.7,25,12,1,10,19,52.6,9,73,253,28.9,2.4,154,85,14,49,1.6,22,1,27,61,2.0,99,172,1,0,22,2,9.1,0.73,0.07,0.0,0.0,20.4,6,0,0,1.6,1.6,0.07,-1.6,-1.6,10,0.33,8,1,0,0,0,1,1,0.03,1,0,0,0,0,0,928,1161,79.9,30.9,25702,9089,176,200,88.0,437,502,87.1,308,442,69.7,0,0.3,-0.3,4,66,5,0,66,319,91,47,138,3.0,65.9
1494,Iñigo Lekue,DF,La Liga,28.0,21.4,41,25,61.0,1.2,20,15,6,23,47,48.9,24,93,285,32.6,4.3,104,126,55,52,2.4,11,1,41,37,1.7,78,54,0,0,7,1,14.3,0.33,0.05,0.0,0.0,23.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,32,1.5,23,6,1,1,0,1,4,0.19,2,0,1,0,0,1,887,1207,73.5,41.4,16766,7774,368,415,88.7,395,503,78.5,109,248,44.0,2,2.1,-0.1,15,78,17,11,75,216,23,23,46,1.1,50.0
1497,Mario Lemina,MF,Ligue 1,27.0,21.9,71,44,62.0,2.0,33,30,8,20,38,52.6,18,113,309,36.6,5.2,105,168,36,33,1.5,8,1,25,49,2.2,120,42,0,2,16,4,25.0,0.73,0.18,0.13,0.5,14.9,0,0,0,1.8,1.8,0.11,0.2,0.2,27,1.24,23,0,0,0,3,1,3,0.14,2,0,0,0,1,0,1054,1193,88.3,48.1,20862,5068,354,394,89.8,531,567,93.7,153,205,74.6,0,0.4,-0.4,5,85,10,1,75,195,28,13,41,1.3,68.3
1507,Robert Lewandowski,FW,Bundesliga,32.0,32.7,11,8,72.7,0.2,1,4,6,3,11,27.3,8,105,320,32.8,3.2,10,97,213,24,0.7,4,0,20,12,0.4,23,8,0,35,157,77,49.0,4.8,2.35,0.19,0.39,12.6,3,5,5,32.6,28.9,0.18,2.4,1.1,104,3.18,67,1,13,12,9,2,15,0.46,10,0,1,3,1,0,589,769,76.6,18.0,8368,1671,373,454,82.2,160,205,78.0,31,53,58.5,3,5.7,-2.7,40,42,31,3,56,148,70,73,143,2.1,49.0
1508,Jamie Leweling,FWDF,Bundesliga,20.0,21.8,18,10,55.6,0.5,4,11,3,6,18,33.3,12,101,383,26.4,4.6,53,163,167,21,1.0,1,0,20,21,1.0,39,8,0,5,45,16,35.6,2.07,0.74,0.11,0.31,17.3,0,0,0,4.1,4.1,0.09,0.9,0.9,40,1.84,21,1,5,3,7,3,2,0.09,1,0,0,0,1,0,280,424,66.0,12.8,4688,985,145,189,76.7,97,132,73.5,28,62,45.2,1,1.6,-0.6,15,14,11,3,26,115,19,73,92,0.9,20.7
1513,Dimitri Liénard,DFMF,Ligue 1,33.0,22.7,68,37,54.4,1.6,37,18,13,39,76,51.3,37,91,347,26.2,4.0,148,125,74,32,1.4,0,0,32,35,1.5,103,32,0,2,24,3,12.5,1.06,0.13,0.08,0.67,21.2,5,0,0,1.5,1.5,0.06,0.5,0.5,62,2.73,33,23,0,3,2,1,7,0.31,5,0,0,1,1,0,1053,1438,73.2,46.4,21802,7108,409,460,88.9,456,546,83.5,174,382,45.5,3,3.6,-0.6,42,83,41,26,109,213,22,25,47,1.0,46.8
1514,Philipp Lienhart,DF,Bundesliga,25.0,31.9,24,13,54.2,0.4,17,6,1,11,22,50.0,11,58,174,33.3,1.8,108,52,14,45,1.4,27,0,18,78,2.4,102,191,1,5,19,7,36.8,0.6,0.22,0.26,0.71,8.4,0,0,0,2.6,2.6,0.15,2.4,2.4,15,0.47,10,0,0,4,1,0,1,0.03,0,0,0,1,0,0,1487,1725,86.2,46.6,36464,10080,273,312,87.5,836,896,93.3,371,495,74.9,0,0.1,-0.1,2,80,6,0,82,353,94,57,151,2.9,62.3
1515,Matthijs de Ligt,DF,Serie A,21.0,29.7,38,23,60.5,0.8,22,15,1,12,18,66.7,6,104,253,41.1,3.5,128,110,15,48,1.6,24,0,24,42,1.4,80,130,0,3,20,10,50.0,0.67,0.34,0.15,0.3,12.7,0,0,0,1.6,1.6,0.08,1.4,1.4,19,0.64,13,0,0,2,1,3,1,0.03,1,0,0,0,0,0,1496,1664,89.9,50.4,33019,9255,382,412,92.7,823,873,94.3,278,359,77.4,1,0.5,0.5,8,73,4,1,51,248,109,51,160,3.7,68.1
1519,Victor Lindelöf,DF,Premier League,27.0,26.2,19,10,52.6,0.4,9,9,1,9,16,56.3,7,58,155,37.4,2.2,75,73,7,42,1.6,20,0,22,51,1.9,70,120,1,0,4,2,50.0,0.15,0.08,0.0,0.0,6.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,10,0.38,10,0,0,0,0,0,3,0.11,3,0,0,0,0,0,1164,1295,89.9,44.4,24598,7163,344,368,93.5,627,664,94.4,182,241,75.5,2,0.5,1.5,3,73,8,0,59,252,63,32,95,2.4,66.3
1520,Jesper Lindstrøm,FWMF,Bundesliga,21.0,22.0,31,21,67.7,1.0,9,13,9,10,33,30.3,23,142,499,28.5,6.5,71,218,210,38,1.7,0,0,38,40,1.8,71,7,0,5,55,18,32.7,2.51,0.82,0.09,0.28,17.2,3,0,0,6.8,6.8,0.12,-1.8,-1.8,75,3.42,48,9,8,4,3,3,4,0.18,2,1,0,1,0,0,423,608,69.6,19.2,6797,1792,224,279,80.3,140,201,69.7,39,78,50.0,4,5.4,-1.4,44,23,18,5,40,127,10,51,61,0.5,16.4
1523,Pol Lirola,DFMF,Ligue 1,23.0,19.7,26,17,65.4,0.9,12,10,4,12,36,33.3,24,77,221,34.8,3.9,67,83,71,24,1.2,0,0,24,28,1.4,54,18,0,1,13,2,15.4,0.66,0.1,0.08,0.5,20.1,0,0,0,1.5,1.5,0.11,-0.5,-0.5,47,2.39,43,2,1,1,0,0,4,0.2,4,0,0,0,0,0,913,1126,81.1,46.3,15252,4043,469,533,88.0,347,409,84.8,84,134,62.7,2,2.8,-0.8,24,57,32,17,62,118,16,11,27,0.8,59.3
