,Name,Pos,League,Age,90s,TklAtt,TklWon,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Press,Succ,Pres%,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,ShotBlocked,ShSv,Pass,Int,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersWon%,Tkl_Percentage%,TklWon/90,Succ/90,Blocks/90,Int/90,PassCmp/90,HeadersWon/90,HeadersAtt
1343,Takefusa Kubo,FWMF,La Liga,20.0,17.8,28,24,12,13,3,8,30,26.7,22,339,97,28.6,97,130,112,32,3,0,29,20,48,8,0,1,49,9,18.4,2.75,0.5,0.02,0.11,19.8,3,0,0,3.1,3.1,0.06,-2.1,-2.1,69,3.87,43,6,5,2,12,1,4,0.22,3,0,0,0,1,0,363,516,70.3,5885,2113,193,243,79.4,120,169,71.0,38,67,56.7,0,2.6,-2.6,31,29,26,7,63,115,13,18,41.9,85.7,1.3,5.4,1.8,1.1,20.4,0.7,31
1344,Juraj Kucka,MF,Premier League,34.0,21.3,74,47,41,27,6,28,67,41.8,39,423,135,31.9,157,201,65,39,9,1,30,46,120,50,1,1,46,11,23.9,2.16,0.52,0.02,0.09,19.7,3,0,0,3.1,3.1,0.07,-2.1,-2.1,37,1.73,23,0,5,2,5,2,2,0.09,1,0,0,0,1,0,488,697,70.0,8569,2583,243,305,79.7,173,240,72.1,57,108,52.8,1,0.9,0.1,10,36,8,2,57,235,55,58,48.7,63.5,2.2,6.3,1.8,2.2,22.9,2.6,113
1345,Mykola Kukharevych,FW,Ligue 1,20.0,0.2,0,0,0,0,0,0,0,0.0,0,6,1,16.7,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0.0,6.0,0.0,0.0,0.0,7.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,6,66.7,38,0,4,6,66.7,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,2,1,66.7,0.0,0.0,5.0,0.0,0.0,20.0,10.0,3
1346,Dejan Kulusevski,MFFW,Premier League,21.0,14.0,20,16,9,10,1,6,19,31.6,13,310,79,25.5,112,126,72,11,0,0,11,26,46,1,0,5,26,9,34.6,1.86,0.64,0.19,0.56,17.1,0,0,0,3.4,3.4,0.13,1.6,1.6,47,3.35,35,0,6,5,1,0,14,1.0,10,0,3,1,0,0,389,464,83.8,5908,1278,225,243,92.6,139,164,84.8,18,30,60.0,8,3.5,4.5,26,19,24,7,37,90,5,13,27.8,80.0,1.1,5.6,0.8,1.9,27.8,0.4,18
1347,Dejan Kulusevski,FWMF,Serie A,21.0,8.6,17,11,10,6,1,7,19,36.8,12,227,61,26.9,63,90,74,11,0,0,11,15,32,2,0,1,18,6,33.3,2.1,0.7,0.06,0.17,14.9,0,0,0,1.9,1.9,0.11,-0.9,-0.9,23,2.68,15,0,3,2,2,1,5,0.58,3,0,2,0,0,0,196,244,80.3,2991,663,109,138,79.0,68,74,91.9,14,18,77.8,3,1.2,1.8,10,10,13,3,22,62,11,22,33.3,64.7,1.3,7.1,1.3,1.7,22.8,1.3,33
1348,Marash Kumbulla,DF,Serie A,21.0,11.4,26,19,14,11,1,10,22,45.5,12,180,67,37.2,104,71,5,15,8,0,7,18,44,30,0,0,7,3,42.9,0.61,0.26,0.0,0.0,6.3,0,0,0,0.8,0.8,0.11,-0.8,-0.8,4,0.35,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,546,632,86.4,11952,3326,145,165,87.9,294,315,93.3,100,129,77.5,0,0.0,0.0,2,20,0,0,23,110,34,19,64.2,73.1,1.7,5.9,1.3,1.6,47.9,3.0,53
1349,Fabian Kunze,MF,Bundesliga,23.0,14.0,37,23,15,22,0,15,29,51.7,14,288,74,25.7,97,167,24,22,0,0,22,29,66,32,0,0,11,1,9.1,0.79,0.07,0.0,0.0,25.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,15,1.07,10,0,2,0,3,0,0,0.0,0,0,0,0,0,0,370,496,74.6,6694,1770,171,205,83.4,141,181,77.9,49,83,59.0,0,0.2,-0.2,5,35,8,3,35,178,43,34,55.8,62.2,1.6,5.3,1.6,2.1,26.4,3.1,77
1350,Enock Kwateng,DF,Ligue 1,24.0,22.2,50,31,29,17,4,23,69,33.3,46,253,85,33.6,126,95,32,34,4,1,30,71,121,59,0,1,7,3,42.9,0.31,0.13,0.14,0.33,15.4,0,0,0,0.4,0.4,0.06,0.6,0.6,27,1.21,22,3,1,0,0,1,0,0.0,0,0,0,0,0,0,988,1195,82.7,17609,7839,457,513,89.1,416,483,86.1,102,167,61.1,0,1.1,-1.1,14,75,24,10,118,167,27,23,54.0,62.0,1.4,3.8,1.5,3.2,44.5,1.2,50
1351,Grejohn Kyei,FW,Ligue 1,25.0,4.4,2,1,1,0,1,0,2,0.0,2,87,18,20.7,6,39,42,7,0,0,7,0,2,0,0,0,11,3,27.3,2.5,0.68,0.0,0.0,9.4,0,0,0,1.6,1.6,0.14,-1.6,-1.6,11,2.5,9,0,0,1,1,0,1,0.23,1,0,0,0,0,0,70,93,75.3,994,226,48,56,85.7,17,24,70.8,5,10,50.0,1,1.0,0.0,9,4,2,0,5,9,12,11,52.2,50.0,0.2,4.1,1.6,0.0,15.9,2.7,23
1352,Giorgos Kyriakopoulos,DFFW,Serie A,25.0,21.9,35,22,19,11,5,18,36,50.0,18,310,85,27.4,112,130,68,48,8,0,40,26,61,48,1,0,30,10,33.3,1.37,0.46,0.0,0.0,23.0,0,0,0,0.9,0.9,0.03,-0.9,-0.9,58,2.64,42,4,6,0,5,1,10,0.46,7,1,0,0,2,0,1061,1283,82.7,18298,7144,513,544,94.3,428,484,88.4,102,205,49.8,5,3.2,1.8,32,57,22,13,67,158,21,27,43.8,62.9,1.0,3.9,2.2,1.2,48.4,1.0,48
1353,Andrea La Mantia,FW,Serie A,30.0,5.4,2,1,0,0,2,0,2,0.0,2,41,7,17.1,2,25,14,3,1,0,2,2,4,6,0,2,17,3,17.6,3.14,0.55,0.12,0.67,9.8,0,0,0,1.9,1.9,0.11,0.1,0.1,11,2.03,9,0,0,1,1,0,1,0.18,0,0,0,0,1,0,70,98,71.4,896,214,46,58,79.3,18,29,62.1,2,3,66.7,0,0.3,-0.3,7,4,1,0,11,16,33,20,62.3,50.0,0.2,1.3,0.6,0.4,13.0,6.1,53
1354,Gaëtan Laborde,FW,Ligue 1,27.0,3.8,3,1,1,0,2,1,3,33.3,2,48,14,29.2,7,18,23,3,0,0,3,4,7,8,0,3,13,5,38.5,3.43,1.32,0.23,0.6,15.7,0,0,0,1.8,1.8,0.14,1.2,1.2,8,2.11,5,0,1,1,0,1,0,0.0,0,0,0,0,0,0,61,97,62.9,969,309,35,52,67.3,16,26,61.5,6,8,75.0,0,0.5,-0.5,4,4,3,2,6,19,14,16,46.7,33.3,0.3,3.7,0.8,1.1,16.1,3.7,30
1355,Gaëtan Laborde,FW,Ligue 1,27.0,30.3,22,15,4,8,10,2,21,9.5,19,585,157,26.8,34,238,313,31,3,0,28,17,39,19,0,12,83,32,38.6,2.74,1.06,0.12,0.31,11.8,0,2,2,15.3,13.7,0.17,-3.3,-3.7,73,2.41,55,1,2,12,1,2,18,0.59,14,0,1,3,0,0,433,656,66.0,6604,1370,246,329,74.8,144,234,61.5,32,48,66.7,8,4.1,3.9,34,25,29,10,45,125,88,139,38.8,68.2,0.5,5.2,1.0,0.6,14.3,2.9,227
1356,Alexandre Lacazette,FWMF,Premier League,30.0,19.8,26,19,7,13,6,7,15,46.7,8,358,108,30.2,47,126,185,13,2,0,11,13,39,6,0,4,43,12,27.9,2.17,0.61,0.05,0.17,14.8,1,2,3,7.9,5.6,0.13,-3.9,-3.6,65,3.28,43,0,7,4,9,2,9,0.45,6,0,0,1,1,1,350,456,76.8,4810,993,217,266,81.6,87,119,73.1,21,32,65.6,7,1.9,5.1,24,30,20,1,37,75,22,68,24.4,73.1,1.0,5.5,0.7,0.7,17.7,1.1,90
1357,Tom Lacoux,DFMF,Ligue 1,19.0,10.1,31,19,18,11,2,16,36,44.4,20,188,58,30.9,67,103,18,19,3,0,16,19,50,21,1,0,2,0,0.0,0.2,0.0,0.0,0.0,29.3,0,0,0,0.0,0.0,0.01,0.0,0.0,12,1.19,6,1,0,0,2,3,3,0.3,1,1,0,0,0,1,322,411,78.3,5697,1771,149,169,88.2,133,158,84.2,31,58,53.4,0,0.4,-0.4,2,9,2,0,16,86,9,16,36.0,61.3,1.9,5.7,1.9,1.9,31.9,0.9,25
1358,Lenny Lacroix,DF,Ligue 1,18.0,2.2,9,6,6,3,0,2,6,33.3,4,48,15,31.3,23,25,0,5,1,0,4,14,23,9,0,0,2,0,0.0,0.9,0.0,0.0,0.0,8.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2,0.9,1,0,0,1,0,0,1,0.45,0,0,0,1,0,0,55,76,72.4,1193,559,13,16,81.3,32,38,84.2,9,18,50.0,1,0.0,1.0,1,4,0,0,6,13,9,6,60.0,66.7,2.7,6.8,2.3,6.4,25.0,4.1,15
1359,Maxence Lacroix,DF,Bundesliga,21.0,27.7,64,26,43,17,4,24,40,60.0,16,347,109,31.4,210,120,17,55,15,0,40,112,176,142,2,0,18,3,16.7,0.65,0.11,0.0,0.0,12.7,0,0,0,1.2,1.2,0.06,-1.2,-1.2,22,0.79,17,1,0,2,0,2,0,0.0,0,0,0,0,0,0,1242,1513,82.1,28947,9899,286,329,86.9,679,753,90.2,272,394,69.0,0,0.6,-0.6,7,85,10,1,90,289,100,54,64.9,40.6,0.9,3.9,2.0,4.0,44.8,3.6,154
1360,Víctor Laguardia,DF,La Liga,31.0,33.8,37,17,27,10,0,18,33,54.5,15,206,58,28.2,131,74,1,58,24,1,34,44,81,164,2,3,14,5,35.7,0.41,0.15,0.21,0.6,8.6,0,0,0,1.9,1.9,0.14,1.1,1.1,7,0.21,3,3,0,1,0,0,2,0.06,0,1,0,1,0,0,917,1216,75.4,24227,9453,181,226,80.1,452,530,85.3,279,443,63.0,2,0.2,1.8,2,76,5,0,75,352,84,56,60.0,45.9,0.5,1.7,1.7,1.3,27.1,2.5,140
1361,Konrad Laimer,MF,Bundesliga,24.0,13.8,41,23,15,22,4,17,48,35.4,31,458,134,29.3,120,265,73,28,3,0,25,14,55,11,1,4,16,7,43.8,1.16,0.51,0.25,0.57,18.1,0,0,0,2.3,2.3,0.15,1.7,1.7,33,2.4,27,0,3,2,1,0,6,0.44,4,0,1,1,0,0,558,696,80.2,9440,2437,276,320,86.3,205,245,83.7,56,87,64.4,4,1.8,2.2,15,48,14,3,54,120,13,15,46.4,56.1,1.7,9.7,2.0,1.0,40.4,0.9,28
1362,Stefan Lainer,DF,Bundesliga,28.0,16.3,24,11,9,8,7,11,30,36.7,19,242,61,25.2,86,94,62,34,5,0,29,26,50,28,0,1,12,2,16.7,0.73,0.12,0.08,0.5,14.3,0,0,0,0.6,0.6,0.05,0.4,0.4,32,1.96,27,0,1,0,4,0,7,0.43,5,0,1,0,1,0,575,767,75.0,9552,4254,282,334,84.4,242,313,77.3,43,80,53.8,2,2.5,-0.5,13,40,15,4,75,125,17,21,44.7,45.8,0.7,3.7,2.1,1.6,35.3,1.0,38
1363,Diego Lainez,FW,La Liga,21.0,1.6,2,2,0,1,1,1,4,25.0,3,35,8,22.9,6,17,12,3,0,0,3,0,2,0,0,0,1,1,100.0,0.64,0.64,0.0,0.0,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,4,2.57,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,45,55,81.8,610,114,30,32,93.8,13,18,72.2,2,2,100.0,0,0.2,-0.2,3,3,1,0,2,13,1,5,16.7,100.0,1.2,5.0,1.9,0.0,28.1,0.6,6
1364,Adam Lallana,MF,Premier League,33.0,17.3,38,22,19,15,4,11,36,30.6,25,303,104,34.3,113,133,57,26,8,0,18,27,65,15,0,0,20,4,20.0,1.15,0.23,0.0,0.0,18.8,0,0,0,1.2,1.2,0.06,-1.2,-1.2,27,1.56,23,0,1,0,2,1,3,0.17,3,0,0,0,0,0,828,947,87.4,13036,2768,453,496,91.3,303,332,91.3,52,78,66.7,1,0.7,0.3,8,61,18,0,59,186,14,13,51.9,57.9,1.3,6.0,1.5,1.6,47.9,0.8,27
1365,Vassilis Lambropoulos,DF,Bundesliga,31.0,13.0,25,18,20,4,1,10,21,47.6,11,149,56,37.6,94,49,6,29,10,1,19,33,58,77,1,0,4,1,25.0,0.31,0.08,0.0,0.0,11.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,6,0.46,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,350,420,83.3,8678,2120,62,78,79.5,187,210,89.0,94,121,77.7,0,0.0,0.0,1,14,0,0,13,87,35,18,66.0,72.0,1.4,4.3,2.2,2.5,26.9,2.7,53
1366,Érik Lamela,FW,La Liga,29.0,11.3,34,28,13,15,6,9,17,52.9,8,226,82,36.3,56,102,68,15,0,0,15,11,45,3,0,5,22,12,54.5,1.95,1.06,0.23,0.42,15.7,0,0,0,2.7,2.7,0.12,2.3,2.3,35,3.1,31,1,1,0,1,1,4,0.35,4,0,0,0,0,0,409,479,85.4,6354,1338,221,249,88.8,149,167,89.2,26,33,78.8,2,1.9,0.1,20,18,14,0,42,71,9,17,34.6,82.4,2.5,7.3,1.3,1.0,36.2,0.8,26
1367,Didier Lamkel Zé,FW,Ligue 1,24.0,6.7,4,2,1,1,2,1,4,25.0,3,57,15,26.3,7,25,25,4,1,0,3,0,4,5,0,3,14,7,50.0,2.08,1.04,0.21,0.43,12.1,0,0,0,2.2,2.2,0.16,0.8,0.8,15,2.23,9,0,2,1,3,0,0,0.0,0,0,0,0,0,0,128,180,71.1,1829,202,78,100,78.0,39,53,73.6,7,14,50.0,0,0.2,-0.2,5,7,2,1,3,33,20,30,40.0,50.0,0.3,2.2,0.6,0.0,19.1,3.0,50
1368,Sam Lammers,FW,Bundesliga,24.0,5.7,7,3,1,3,3,2,3,66.7,1,124,25,20.2,8,52,64,5,1,0,4,4,11,4,0,1,12,4,33.3,2.09,0.7,0.08,0.25,12.5,0,0,0,1.2,1.2,0.1,-0.2,-0.2,7,1.22,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,89,135,65.9,1233,351,51,77,66.2,30,42,71.4,2,4,50.0,0,0.4,-0.4,4,9,3,0,11,20,28,22,56.0,42.9,0.5,4.4,0.9,0.7,15.6,4.9,50
1369,Sam Lammers,FW,Serie A,24.0,0.4,0,0,0,0,0,0,0,0.0,0,7,3,42.9,0,2,5,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,19,57.9,164,62,6,8,75.0,4,9,44.4,1,1,100.0,0,0.0,0.0,0,2,1,0,2,2,2,7,22.2,0.0,0.0,7.5,2.5,0.0,27.5,5.0,9
1370,Tariq Lamptey,DFFW,Premier League,20.0,17.3,38,23,15,18,5,14,26,53.8,12,245,74,30.2,78,96,71,22,4,0,18,37,75,19,0,0,19,4,21.1,1.1,0.23,0.0,0.0,19.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8,47,2.71,33,0,4,3,4,3,2,0.12,2,0,0,0,0,0,607,787,77.1,9156,2089,340,387,87.9,225,283,79.5,27,67,40.3,2,2.2,-0.2,21,18,21,14,43,121,9,32,22.0,60.5,1.3,4.3,1.3,2.1,35.1,0.5,41
1371,Manuel Lanzini,MFFW,Premier League,28.0,19.8,25,18,11,8,6,12,41,29.3,29,373,95,25.5,107,192,74,22,1,0,21,28,53,7,0,5,13,4,30.8,0.66,0.2,0.15,0.5,21.6,1,3,3,3.4,1.1,0.09,1.6,0.9,55,2.77,45,5,2,0,2,1,10,0.5,6,1,1,0,1,1,1103,1217,90.6,17841,4249,583,613,95.1,402,443,90.7,91,120,75.8,3,2.2,0.8,23,85,24,2,86,187,7,20,25.9,72.0,0.9,4.8,1.1,1.4,55.7,0.4,27
1372,Aymeric Laporte,DF,Premier League,27.0,31.4,31,17,20,10,1,15,25,60.0,10,139,63,45.3,81,50,8,24,11,0,13,33,64,78,2,4,35,7,20.0,1.11,0.22,0.11,0.57,10.7,0,0,0,4.4,4.4,0.13,-0.4,-0.4,30,0.95,26,0,0,3,1,0,4,0.13,2,0,0,1,1,0,2703,2853,94.7,58451,16557,757,788,96.1,1450,1497,96.9,482,549,87.8,0,0.5,-0.5,9,316,11,1,198,288,73,36,67.0,54.8,0.5,2.0,0.8,1.1,86.1,2.3,109
1373,Julien Laporte,DF,Ligue 1,27.0,32.1,71,48,44,27,0,28,73,38.4,45,310,119,38.4,199,105,6,51,23,0,28,72,143,190,0,2,17,3,17.6,0.53,0.09,0.12,0.67,12.9,0,0,0,1.3,1.3,0.08,0.7,0.7,10,0.31,8,1,0,0,0,1,1,0.03,1,0,0,0,0,0,1223,1422,86.0,30805,10409,242,266,91.0,602,650,92.6,369,484,76.2,0,0.4,-0.4,3,81,8,0,72,264,84,51,62.2,67.6,1.5,3.7,1.6,2.2,38.1,2.6,135
1374,Yasser Larouci,DF,Ligue 1,20.0,3.8,6,3,3,3,0,2,3,66.7,1,50,9,18.0,20,14,16,4,0,0,4,9,15,8,0,0,3,1,33.3,0.79,0.26,0.0,0.0,20.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,11,2.9,6,0,1,0,3,1,1,0.26,0,0,0,0,1,0,129,160,80.6,2179,717,69,77,89.6,44,52,84.6,12,22,54.5,0,0.1,-0.1,3,6,6,4,10,25,4,2,66.7,50.0,0.8,2.4,1.1,2.4,33.9,1.1,6
1375,Kevin Lasagna,FWMF,Serie A,28.0,13.2,14,12,5,7,2,6,21,28.6,15,196,58,29.6,23,68,105,15,0,0,15,7,21,7,0,2,41,16,39.0,3.12,1.22,0.05,0.13,16.1,0,0,0,3.5,3.5,0.09,-1.5,-1.5,32,2.43,21,0,2,5,2,2,7,0.53,6,0,0,0,1,0,192,287,66.9,3145,724,109,144,75.7,48,74,64.9,22,30,73.3,4,2.2,1.8,14,14,15,1,23,62,39,59,39.8,85.7,0.9,4.4,1.1,0.5,14.5,3.0,98
1376,Jamaal Lascelles,DF,Premier League,27.0,22.9,21,11,16,3,2,7,18,38.9,11,154,51,33.1,94,53,7,50,32,1,18,35,56,134,0,1,16,3,18.8,0.7,0.13,0.06,0.33,8.4,0,0,0,1.1,1.1,0.07,-0.1,-0.1,6,0.26,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,508,667,76.2,10831,3131,125,164,76.2,298,350,85.1,75,136,55.1,0,0.3,-0.3,2,18,2,0,22,177,99,35,73.9,52.4,0.5,2.2,2.2,1.5,22.2,4.3,134
1377,Bryan Lasme,FW,Bundesliga,22.0,9.7,6,4,0,3,3,1,3,33.3,2,199,49,24.6,10,80,109,10,0,0,10,1,7,11,0,2,14,7,50.0,1.44,0.72,0.14,0.29,14.5,0,0,0,0.8,0.8,0.06,1.2,1.2,19,1.95,14,0,2,1,2,0,0,0.0,0,0,0,0,0,0,122,197,61.9,1897,404,70,107,65.4,35,55,63.6,10,17,58.8,0,0.4,-0.4,8,8,9,4,11,44,38,40,48.7,66.7,0.4,5.1,1.0,0.1,12.6,3.9,78
1378,Paul Lasne,MF,Ligue 1,32.0,9.4,23,10,7,12,4,7,18,38.9,11,214,65,30.4,58,130,26,13,3,0,10,27,50,12,0,0,8,1,12.5,0.85,0.11,0.0,0.0,21.5,1,0,0,0.4,0.4,0.05,-0.4,-0.4,19,2.02,14,1,0,0,2,2,2,0.21,1,1,0,0,0,0,356,424,84.0,6539,1638,156,172,90.7,136,153,88.9,52,73,71.2,1,1.2,-0.2,8,29,8,1,31,76,7,8,46.7,43.5,1.1,6.9,1.4,2.9,37.9,0.7,15
1379,Latasa,FW,La Liga,20.0,0.1,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,10.0,0.0,0.0,0.0,7.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,5,80.0,37,0,2,3,66.7,1,1,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,1,0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,1
1380,Toni Lato,DFMF,La Liga,23.0,6.6,12,6,8,3,1,9,14,64.3,5,120,38,31.7,61,37,22,11,1,0,10,11,23,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,1.53,9,0,0,0,1,0,1,0.15,1,0,0,0,0,0,234,310,75.5,4605,1720,96,112,85.7,106,129,82.2,27,56,48.2,1,0.5,0.5,2,21,4,2,23,77,10,20,33.3,50.0,0.9,5.8,1.7,1.7,35.5,1.5,30
1381,Armand Lauriente,FWMF,Ligue 1,22.0,27.5,39,29,12,20,7,16,39,41.0,23,534,134,25.1,84,282,168,19,2,0,17,31,70,2,0,6,85,37,43.5,3.09,1.34,0.06,0.14,20.6,22,1,1,7.4,6.6,0.08,-1.4,-1.6,85,3.09,52,5,8,11,6,3,7,0.25,3,0,2,2,0,0,564,722,78.1,9066,2231,298,349,85.4,204,252,81.0,44,73,60.3,2,4.4,-2.4,41,37,32,14,62,155,13,35,27.1,74.4,1.1,4.9,0.7,1.1,20.5,0.5,48
1382,Darko Lazović,DF,Serie A,30.0,30.7,39,19,21,9,9,16,44,36.4,28,250,78,31.2,102,89,59,49,5,1,44,40,79,37,0,1,46,10,21.7,1.5,0.33,0.02,0.1,17.4,1,0,0,3.6,3.6,0.08,-2.6,-2.6,75,2.44,65,4,3,3,0,0,9,0.29,9,0,0,0,0,0,1098,1543,71.2,19327,9552,482,603,79.9,503,657,76.6,98,202,48.5,7,5.7,1.3,44,88,54,14,195,238,17,17,50.0,48.7,0.6,2.5,1.6,1.3,35.8,0.6,34
1383,Manuel Lazzari,DF,Serie A,27.0,18.5,31,14,15,13,3,18,36,50.0,18,184,58,31.5,57,90,37,22,2,0,20,27,58,25,0,3,12,6,50.0,0.65,0.32,0.25,0.5,19.8,0,0,0,0.9,0.9,0.08,2.1,2.1,33,1.78,22,2,4,0,3,2,12,0.65,6,1,2,0,2,1,884,1033,85.6,13427,4278,503,540,93.1,305,353,86.4,50,85,58.8,3,2.0,1.0,13,44,18,6,44,126,10,19,34.5,45.2,0.8,3.1,1.2,1.5,47.8,0.5,29
1384,Théo Le Bris,MF,Ligue 1,18.0,0.7,2,2,0,2,0,0,1,0.0,1,12,3,25.0,5,6,1,4,0,0,4,1,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,16,75.0,149,34,8,10,80.0,3,4,75.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,4,1,2,33.3,100.0,2.9,4.3,5.7,1.4,17.1,1.4,3
1385,Jérémy Le Douaron,FW,Ligue 1,23.0,16.1,10,8,2,5,3,1,16,6.3,15,389,77,19.8,36,229,124,16,2,0,14,9,19,13,0,5,37,16,43.2,2.3,1.0,0.14,0.31,13.7,0,0,0,4.1,4.1,0.12,0.9,0.9,22,1.37,18,0,0,1,2,1,3,0.19,3,0,0,0,0,0,205,315,65.1,2757,456,140,171,81.9,43,86,50.0,9,19,47.4,3,2.6,0.4,13,8,9,5,12,87,38,61,38.4,80.0,0.5,4.8,1.0,0.6,12.7,2.4,99
1386,Enzo Le Fée,MFFW,Ligue 1,21.0,24.4,69,47,27,34,8,19,79,24.1,60,593,184,31.0,201,304,88,31,1,0,30,44,113,19,0,1,33,9,27.3,1.35,0.37,0.03,0.11,23.2,5,0,0,2.1,2.1,0.06,-1.1,-1.1,93,3.81,54,24,3,3,5,4,4,0.16,2,1,0,0,1,0,956,1213,78.8,18190,5421,456,508,89.8,322,399,80.7,150,250,60.0,3,2.3,0.7,49,87,22,9,101,192,13,23,36.1,68.1,1.9,7.5,1.3,1.8,39.2,0.5,36
1387,Vincent Le Goff,DF,Ligue 1,31.0,34.0,69,40,40,24,5,39,65,60.0,26,410,132,32.2,185,177,48,42,2,0,40,49,118,49,1,1,26,4,15.4,0.76,0.12,0.04,0.25,17.2,0,0,0,1.4,1.4,0.06,-0.4,-0.4,60,1.76,49,5,1,2,1,2,5,0.15,4,0,0,1,0,0,1448,1838,78.8,25510,11195,650,722,90.0,653,789,82.8,121,251,48.2,1,1.9,-0.9,25,111,32,12,156,249,16,41,28.1,58.0,1.2,3.9,1.2,1.4,42.6,0.5,57
1388,Maxime Le Marchand,DF,Ligue 1,31.0,9.6,18,5,15,3,0,7,12,58.3,5,89,24,27.0,56,27,6,16,7,0,9,17,35,24,0,1,3,2,66.7,0.31,0.21,0.33,0.5,12.0,0,0,0,0.3,0.3,0.09,0.7,0.7,4,0.42,3,0,0,0,0,1,1,0.1,1,0,0,0,0,0,480,547,87.8,10251,4106,151,161,93.8,242,263,92.0,81,114,71.1,1,0.1,0.9,2,23,3,1,31,79,15,10,60.0,27.8,0.5,2.5,1.7,1.8,50.0,1.6,25
1389,Robin Le Normand,DF,La Liga,24.0,37.0,46,27,34,8,4,19,35,54.3,16,295,105,35.6,181,99,15,50,23,0,27,59,105,176,1,1,18,4,22.2,0.49,0.11,0.06,0.25,9.6,0,0,0,1.3,1.3,0.07,-0.3,-0.3,6,0.16,3,1,0,2,0,0,2,0.05,2,0,0,0,0,0,1888,2109,89.5,40928,9960,496,552,89.9,1019,1092,93.3,356,439,81.1,1,0.2,0.8,3,84,4,0,89,345,143,53,73.0,58.7,0.7,2.8,1.4,1.6,51.0,3.9,196
1390,Patrick Leal,MF,Serie A,18.0,0.0,0,0,0,0,0,0,0,0.0,0,5,1,20.0,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,,inf,inf,,,,0
1391,Rafael Leão,FW,Serie A,22.0,28.9,23,18,5,11,7,8,21,38.1,13,267,78,29.2,34,108,125,21,2,0,19,22,45,5,0,11,97,38,39.2,3.35,1.31,0.11,0.29,18.8,0,0,0,9.1,9.1,0.09,1.9,1.9,105,3.63,63,0,24,7,7,4,21,0.73,14,0,5,0,1,1,579,805,71.9,10387,3224,279,349,79.9,213,286,74.5,78,113,69.0,10,6.3,3.7,45,55,51,9,119,141,36,44,45.0,78.3,0.6,2.7,0.7,0.8,20.0,1.2,80
